RUN 1
Michael_Jones: [('s=0', 'a=0'), ('s=0', 'a=1'), ('s=0', 'a=0'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
Lisa_Lee: [('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2')]
Anthony_Clark: [('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=2', 'a=0'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2')]
RUN 5
Michael_Jones: [('s=0', 'a=0'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
Elizabeth_Martinez: [('s=0', 'a=0'), ('s=1', 'a=1'), ('s=2', 'a=2'), ('s=4', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
David_Hernandez: [('s=0', 'a=0'), ('s=1', 'a=1'), ('s=2', 'a=2'), ('s=3', 'a=2'), ('s=4', 'a=1'), ('s=4', 'a=2'), ('s=4', 'a=2'), ('s=4', 'a=2'), ('s=4', 'a=2'), ('s=3', 'a=1')]
Margaret_Taylor: [('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
Daniel_Perez: [('s=0', 'a=0'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=2', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2')]
Patricia_Brown: [('s=0', 'a=0'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
James_Rodriguez: [('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
Jennifer_Lopez: [('s=0', 'a=0'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=2'), ('s=2', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2')]
Charles_Moore: [('s=0', 'a=0'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=2')]
Nancy_White: [('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
Robert_Williams: [('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2')]
Barbara_Davis: [('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=1', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=2')]
Richard_Wilson: [('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
Dorothy_Jackson: [('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=1')]
Matthew_Harris: [('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=1')]
Mary_Johnson: [('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=0')]
William_Miller: [('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=0'), ('s=0', 'a=2'), ('s=1', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2')]
Susan_Anderson: [('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=1', 'a=2'), ('s=0', 'a=0'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2')]
Christopher_Martin: [('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=0'), ('s=1', 'a=2'), ('s=0', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=0')]
Karen_Sanchez: [('s=0', 'a=2'), ('s=0', 'a=0'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=1', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2')]
John_Smith: [('s=0', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=2', 'a=2'), ('s=1', 'a=2'), ('s=2', 'a=1')]
Linda_Garcia: [('s=1', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2')]
Joseph_Thomas: [('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2')]
Lisa_Lee: [('s=1', 'a=0'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2')]
Anthony_Clark: [('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=2', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2')]
RUN 6
Michael_Jones: [('s=0', 'a=0'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
Elizabeth_Martinez: [('s=0', 'a=0'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
David_Hernandez: [('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=0')]
Margaret_Taylor: [('s=0', 'a=0'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
Daniel_Perez: [('s=0', 'a=0'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
Patricia_Brown: [('s=0', 'a=0'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
James_Rodriguez: [('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
Jennifer_Lopez: [('s=0', 'a=0'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2')]
Charles_Moore: [('s=0', 'a=0'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=1')]
Nancy_White: [('s=0', 'a=0'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
Robert_Williams: [('s=0', 'a=1'), ('s=1', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=1')]
Barbara_Davis: [('s=1', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1')]
Richard_Wilson: [('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=2')]
Dorothy_Jackson: [('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=2')]
Matthew_Harris: [('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2')]
Mary_Johnson: [('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=0'), ('s=1', 'a=0'), ('s=0', 'a=2'), ('s=1', 'a=1')]
William_Miller: [('s=1', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=0'), ('s=1', 'a=1'), ('s=1', 'a=0'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=0', 'a=2')]
Susan_Anderson: [('s=1', 'a=0'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2')]
Christopher_Martin: [('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=1'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=1', 'a=2')]
Karen_Sanchez: [('s=0', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2')]
John_Smith: [('s=0', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2')]
Linda_Garcia: [('s=0', 'a=2'), ('s=1', 'a=2'), ('s=2', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=1'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2')]
Joseph_Thomas: [('s=1', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2')]
Lisa_Lee: [('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2')]
Anthony_Clark: [('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
RUN 7
Michael_Jones: [('s=0', 'a=0'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
Elizabeth_Martinez: [('s=0', 'a=0'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
David_Hernandez: [('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=0')]
Margaret_Taylor: [('s=0', 'a=0'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
Daniel_Perez: [('s=0', 'a=0'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
Patricia_Brown: [('s=0', 'a=0'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
James_Rodriguez: [('s=0', 'a=0'), ('s=0', 'a=2'), ('s=2', 'a=1'), ('s=2', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2')]
Jennifer_Lopez: [('s=0', 'a=1'), ('s=0', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2')]
Charles_Moore: [('s=0', 'a=0'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
Nancy_White: [('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
Robert_Williams: [('s=1', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1')]
Barbara_Davis: [('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=1'), ('s=0', 'a=1')]
Richard_Wilson: [('s=0', 'a=1'), ('s=0', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=1')]
Dorothy_Jackson: [('s=0', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=0', 'a=1')]
Matthew_Harris: [('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1')]
Mary_Johnson: [('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=1'), ('s=0', 'a=2')]
William_Miller: [('s=0', 'a=1'), ('s=1', 'a=0'), ('s=0', 'a=2'), ('s=1', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=0'), ('s=0', 'a=2')]
Susan_Anderson: [('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=0'), ('s=0', 'a=2'), ('s=1', 'a=1')]
Christopher_Martin: [('s=1', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=0'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=1'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2')]
Karen_Sanchez: [('s=0', 'a=2'), ('s=1', 'a=1'), ('s=0', 'a=2'), ('s=1', 'a=1'), ('s=0', 'a=2'), ('s=1', 'a=0'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=1'), ('s=1', 'a=2')]
John_Smith: [('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2')]
Linda_Garcia: [('s=0', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=1'), ('s=0', 'a=2'), ('s=2', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=2')]
Joseph_Thomas: [('s=1', 'a=2'), ('s=1', 'a=2'), ('s=2', 'a=0'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=2', 'a=2'), ('s=1', 'a=2')]
Lisa_Lee: [('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=2', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
Anthony_Clark: [('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2')]
RUN 8
Michael_Jones: [('s=0', 'a=0'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
Elizabeth_Martinez: [('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=0'), ('s=0', 'a=0')]
David_Hernandez: [('s=0', 'a=0'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
Margaret_Taylor: [('s=0', 'a=0'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
Daniel_Perez: [('s=0', 'a=0'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
Patricia_Brown: [('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
James_Rodriguez: [('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=1'), ('s=2', 'a=1'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2')]
Jennifer_Lopez: [('s=0', 'a=0'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
Charles_Moore: [('s=0', 'a=0'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
Nancy_White: [('s=0', 'a=0'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
Robert_Williams: [('s=1', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=1')]
Barbara_Davis: [('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=1', 'a=1')]
Richard_Wilson: [('s=1', 'a=2'), ('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=1', 'a=1')]
Dorothy_Jackson: [('s=1', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=1'), ('s=2', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=2')]
Matthew_Harris: [('s=1', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=1')]
Mary_Johnson: [('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=1'), ('s=0', 'a=2'), ('s=1', 'a=2')]
William_Miller: [('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=0'), ('s=1', 'a=2'), ('s=1', 'a=0'), ('s=1', 'a=0'), ('s=0', 'a=0'), ('s=1', 'a=1'), ('s=1', 'a=2'), ('s=0', 'a=0')]
Susan_Anderson: [('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=0'), ('s=1', 'a=0'), ('s=0', 'a=1'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2')]
Christopher_Martin: [('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=1'), ('s=0', 'a=0'), ('s=0', 'a=2'), ('s=1', 'a=1')]
Karen_Sanchez: [('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=1'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=1')]
John_Smith: [('s=0', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
