RUN 1
Michael_Jones: [('s=0', 'a=0'), ('s=0', 'a=0'), ('s=4', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=2', 'a=0'), ('s=4', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=2', 'a=2')]
Margaret_Taylor: [('s=0', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=4', 'a=0'), ('s=2', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=1', 'a=0'), ('s=1', 'a=0')]
Daniel_Perez: [('s=0', 'a=0'), ('s=4', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=4', 'a=0'), ('s=3', 'a=0'), ('s=4', 'a=0'), ('s=3', 'a=0'), ('s=1', 'a=0'), ('s=1', 'a=2')]
Patricia_Brown: [('s=2', 'a=2'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=2'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=0', 'a=0')]
James_Rodriguez: [('s=2', 'a=0'), ('s=3', 'a=0'), ('s=1', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=2'), ('s=2', 'a=0'), ('s=2', 'a=2'), ('s=2', 'a=0'), ('s=3', 'a=1'), ('s=3', 'a=0')]
Jennifer_Lopez: [('s=0', 'a=1'), ('s=3', 'a=0'), ('s=1', 'a=1'), ('s=2', 'a=1'), ('s=1', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=0'), ('s=0', 'a=2'), ('s=0', 'a=1'), ('s=3', 'a=0')]
Charles_Moore: [('s=0', 'a=0'), ('s=2', 'a=1'), ('s=2', 'a=0'), ('s=3', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=1'), ('s=0', 'a=0'), ('s=2', 'a=0')]
Nancy_White: [('s=0', 'a=1'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=1', 'a=0'), ('s=3', 'a=0'), ('s=2', 'a=0'), ('s=3', 'a=2'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=3', 'a=0')]
Robert_Williams: [('s=0', 'a=1'), ('s=1', 'a=0'), ('s=1', 'a=0'), ('s=1', 'a=0'), ('s=1', 'a=0'), ('s=1', 'a=0'), ('s=1', 'a=0'), ('s=1', 'a=0'), ('s=1', 'a=1'), ('s=1', 'a=2')]
Barbara_Davis: [('s=1', 'a=1'), ('s=1', 'a=2'), ('s=2', 'a=1'), ('s=2', 'a=1'), ('s=2', 'a=0'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=0'), ('s=2', 'a=0')]
Richard_Wilson: [('s=1', 'a=0'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=0'), ('s=1', 'a=0'), ('s=1', 'a=0'), ('s=1', 'a=0'), ('s=1', 'a=0'), ('s=1', 'a=1'), ('s=1', 'a=0')]
Dorothy_Jackson: [('s=1', 'a=1'), ('s=1', 'a=1'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0')]
Matthew_Harris: [('s=1', 'a=0'), ('s=2', 'a=1'), ('s=1', 'a=1'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=1'), ('s=0', 'a=1')]
Mary_Johnson: [('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2')]
William_Miller: [('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=1'), ('s=2', 'a=1'), ('s=2', 'a=1'), ('s=2', 'a=1'), ('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=2')]
Susan_Anderson: [('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2')]
Christopher_Martin: [('s=2', 'a=2'), ('s=2', 'a=1'), ('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2')]
Karen_Sanchez: [('s=0', 'a=2'), ('s=0', 'a=2'), ('s=2', 'a=0'), ('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2')]
John_Smith: [('s=4', 'a=0'), ('s=3', 'a=1'), ('s=3', 'a=1'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=1'), ('s=3', 'a=2'), ('s=3', 'a=1'), ('s=3', 'a=2'), ('s=3', 'a=1')]
Linda_Garcia: [('s=4', 'a=0'), ('s=4', 'a=0'), ('s=4', 'a=0'), ('s=4', 'a=0'), ('s=4', 'a=0'), ('s=3', 'a=1'), ('s=3', 'a=2'), ('s=3', 'a=1'), ('s=3', 'a=2'), ('s=3', 'a=2')]
Joseph_Thomas: [('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2')]
Lisa_Lee: [('s=3', 'a=1'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=1', 'a=2'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=2'), ('s=3', 'a=2')]
Anthony_Clark: [('s=4', 'a=0'), ('s=4', 'a=0'), ('s=4', 'a=2'), ('s=4', 'a=1'), ('s=4', 'a=1'), ('s=3', 'a=1'), ('s=3', 'a=1'), ('s=3', 'a=2'), ('s=3', 'a=1'), ('s=3', 'a=2')]
RUN 6
Michael_Jones: [('s=0', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=2', 'a=0'), ('s=3', 'a=0'), ('s=2', 'a=0')]
Elizabeth_Martinez: [('s=0', 'a=0'), ('s=4', 'a=0'), ('s=4', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=0', 'a=0'), ('s=3', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=3', 'a=0')]
David_Hernandez: [('s=0', 'a=0'), ('s=4', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=4', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0')]
Margaret_Taylor: [('s=0', 'a=0'), ('s=3', 'a=0'), ('s=4', 'a=0'), ('s=3', 'a=0'), ('s=4', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=1', 'a=0'), ('s=2', 'a=0')]
Daniel_Perez: [('s=0', 'a=0'), ('s=4', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=1', 'a=0'), ('s=1', 'a=0'), ('s=3', 'a=0'), ('s=1', 'a=2')]
Patricia_Brown: [('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=0'), ('s=2', 'a=1'), ('s=2', 'a=0'), ('s=1', 'a=1'), ('s=1', 'a=2'), ('s=3', 'a=0'), ('s=2', 'a=0'), ('s=3', 'a=0')]
James_Rodriguez: [('s=1', 'a=0'), ('s=2', 'a=1'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=2'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0')]
Jennifer_Lopez: [('s=1', 'a=2'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=3', 'a=0'), ('s=2', 'a=1'), ('s=0', 'a=2'), ('s=2', 'a=0'), ('s=2', 'a=1'), ('s=1', 'a=0')]
Charles_Moore: [('s=1', 'a=1'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=2', 'a=1'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0')]
Nancy_White: [('s=2', 'a=0'), ('s=2', 'a=0'), ('s=3', 'a=2'), ('s=3', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=0', 'a=1'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=3', 'a=0')]
Robert_Williams: [('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=0'), ('s=1', 'a=0'), ('s=1', 'a=0')]
Barbara_Davis: [('s=1', 'a=1'), ('s=1', 'a=2'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=1', 'a=2'), ('s=1', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=2')]
Richard_Wilson: [('s=1', 'a=2'), ('s=2', 'a=0'), ('s=1', 'a=0'), ('s=1', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=2')]
Dorothy_Jackson: [('s=1', 'a=0'), ('s=2', 'a=2'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0')]
Matthew_Harris: [('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1')]
Mary_Johnson: [('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=1'), ('s=2', 'a=2')]
William_Miller: [('s=2', 'a=2'), ('s=2', 'a=0'), ('s=2', 'a=1'), ('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=1'), ('s=2', 'a=1')]
Susan_Anderson: [('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2')]
Christopher_Martin: [('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=1'), ('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=2')]
Karen_Sanchez: [('s=2', 'a=1'), ('s=2', 'a=1'), ('s=2', 'a=1'), ('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2')]
John_Smith: [('s=4', 'a=0'), ('s=4', 'a=0'), ('s=4', 'a=0'), ('s=3', 'a=2'), ('s=4', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=2'), ('s=3', 'a=1'), ('s=3', 'a=2')]
Linda_Garcia: [('s=4', 'a=0'), ('s=4', 'a=0'), ('s=4', 'a=0'), ('s=4', 'a=0'), ('s=3', 'a=2'), ('s=3', 'a=1'), ('s=3', 'a=2'), ('s=3', 'a=1'), ('s=3', 'a=1'), ('s=3', 'a=1')]
Joseph_Thomas: [('s=4', 'a=0'), ('s=4', 'a=2'), ('s=4', 'a=2'), ('s=4', 'a=2'), ('s=4', 'a=2'), ('s=4', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=1'), ('s=3', 'a=2')]
Lisa_Lee: [('s=4', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=1'), ('s=4', 'a=2'), ('s=4', 'a=1'), ('s=3', 'a=2'), ('s=3', 'a=1'), ('s=3', 'a=1'), ('s=3', 'a=2'), ('s=3', 'a=1')]
Anthony_Clark: [('s=4', 'a=0'), ('s=4', 'a=0'), ('s=4', 'a=0'), ('s=4', 'a=0'), ('s=4', 'a=0'), ('s=2', 'a=1'), ('s=3', 'a=0'), ('s=3', 'a=2'), ('s=3', 'a=1'), ('s=3', 'a=0')]
RUN 7
Michael_Jones: [('s=0', 'a=0'), ('s=3', 'a=0'), ('s=2', 'a=0'), ('s=4', 'a=0'), ('s=4', 'a=0'), ('s=2', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0')]
Elizabeth_Martinez: [('s=0', 'a=0'), ('s=4', 'a=0'), ('s=2', 'a=2'), ('s=3', 'a=0'), ('s=4', 'a=0'), ('s=3', 'a=0'), ('s=2', 'a=0'), ('s=4', 'a=0'), ('s=2', 'a=0'), ('s=3', 'a=0')]
David_Hernandez: [('s=0', 'a=0'), ('s=3', 'a=0'), ('s=4', 'a=0'), ('s=4', 'a=1'), ('s=3', 'a=0'), ('s=4', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0')]
Margaret_Taylor: [('s=0', 'a=0'), ('s=3', 'a=0'), ('s=4', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=1'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0')]
Daniel_Perez: [('s=1', 'a=0'), ('s=3', 'a=0'), ('s=4', 'a=0'), ('s=3', 'a=2'), ('s=4', 'a=0'), ('s=3', 'a=0'), ('s=4', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=2', 'a=0')]
Patricia_Brown: [('s=2', 'a=2'), ('s=1', 'a=0'), ('s=2', 'a=0'), ('s=3', 'a=0'), ('s=2', 'a=2'), ('s=2', 'a=1'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=3', 'a=0'), ('s=2', 'a=2')]
James_Rodriguez: [('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=1'), ('s=2', 'a=0'), ('s=1', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=3', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=2')]
Jennifer_Lopez: [('s=2', 'a=1'), ('s=3', 'a=0'), ('s=2', 'a=0'), ('s=3', 'a=0'), ('s=2', 'a=2'), ('s=0', 'a=1'), ('s=3', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=1', 'a=0')]
Charles_Moore: [('s=2', 'a=0'), ('s=3', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0')]
Nancy_White: [('s=2', 'a=1'), ('s=2', 'a=0'), ('s=3', 'a=2'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=2', 'a=2'), ('s=3', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0')]
Robert_Williams: [('s=1', 'a=0'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=2')]
Barbara_Davis: [('s=1', 'a=1'), ('s=2', 'a=0'), ('s=1', 'a=1'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=1', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2')]
Richard_Wilson: [('s=1', 'a=2'), ('s=1', 'a=2'), ('s=2', 'a=0'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=2'), ('s=0', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2')]
Dorothy_Jackson: [('s=1', 'a=1'), ('s=1', 'a=0'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=1'), ('s=1', 'a=2')]
Matthew_Harris: [('s=1', 'a=1'), ('s=1', 'a=0'), ('s=1', 'a=2'), ('s=1', 'a=1'), ('s=2', 'a=0'), ('s=1', 'a=0'), ('s=1', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=2')]
Mary_Johnson: [('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=1'), ('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2')]
William_Miller: [('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=1'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0')]
Susan_Anderson: [('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2')]
Christopher_Martin: [('s=2', 'a=0'), ('s=2', 'a=1'), ('s=2', 'a=0'), ('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2')]
Karen_Sanchez: [('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2')]
John_Smith: [('s=3', 'a=2'), ('s=3', 'a=1'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=1'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2')]
Linda_Garcia: [('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2')]
Joseph_Thomas: [('s=3', 'a=1'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=1'), ('s=3', 'a=0'), ('s=3', 'a=0')]
Lisa_Lee: [('s=3', 'a=2'), ('s=3', 'a=1'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=1'), ('s=3', 'a=1'), ('s=3', 'a=1'), ('s=3', 'a=1'), ('s=3', 'a=2')]
Anthony_Clark: [('s=3', 'a=0'), ('s=3', 'a=1'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=1'), ('s=3', 'a=2'), ('s=3', 'a=2')]
RUN 8
Michael_Jones: [('s=0', 'a=0'), ('s=4', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=4', 'a=0'), ('s=1', 'a=0'), ('s=3', 'a=0'), ('s=2', 'a=0'), ('s=4', 'a=0')]
Elizabeth_Martinez: [('s=1', 'a=0'), ('s=3', 'a=0'), ('s=4', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=4', 'a=0'), ('s=3', 'a=0'), ('s=2', 'a=0')]
David_Hernandez: [('s=0', 'a=0'), ('s=4', 'a=0'), ('s=4', 'a=0'), ('s=2', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=4', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0')]
Margaret_Taylor: [('s=0', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=4', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0')]
Daniel_Perez: [('s=0', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0')]
Patricia_Brown: [('s=1', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=3', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=3', 'a=0'), ('s=2', 'a=0'), ('s=3', 'a=0'), ('s=1', 'a=0')]
James_Rodriguez: [('s=0', 'a=1'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=1'), ('s=1', 'a=0'), ('s=2', 'a=0')]
Jennifer_Lopez: [('s=0', 'a=1'), ('s=1', 'a=2'), ('s=2', 'a=0'), ('s=2', 'a=2'), ('s=2', 'a=1'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=1', 'a=2')]
Charles_Moore: [('s=1', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=0', 'a=0'), ('s=1', 'a=0')]
Nancy_White: [('s=0', 'a=1'), ('s=2', 'a=1'), ('s=1', 'a=0'), ('s=2', 'a=0'), ('s=1', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=0', 'a=0'), ('s=1', 'a=2')]
Robert_Williams: [('s=1', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0')]
Barbara_Davis: [('s=1', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=1'), ('s=1', 'a=1'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2'), ('s=0', 'a=2')]
Richard_Wilson: [('s=1', 'a=0'), ('s=1', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=1'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0')]
Dorothy_Jackson: [('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=2'), ('s=1', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=2')]
Matthew_Harris: [('s=2', 'a=0'), ('s=2', 'a=1'), ('s=2', 'a=1'), ('s=2', 'a=1'), ('s=2', 'a=1'), ('s=2', 'a=1'), ('s=2', 'a=1'), ('s=1', 'a=2'), ('s=1', 'a=0'), ('s=1', 'a=0')]
Mary_Johnson: [('s=2', 'a=1'), ('s=2', 'a=1'), ('s=2', 'a=1'), ('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=1')]
William_Miller: [('s=2', 'a=0'), ('s=1', 'a=1'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=0'), ('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=1'), ('s=2', 'a=2')]
Susan_Anderson: [('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=1'), ('s=2', 'a=1'), ('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=1'), ('s=2', 'a=1')]
Christopher_Martin: [('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2')]
Karen_Sanchez: [('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=1'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2'), ('s=2', 'a=2')]
John_Smith: [('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=4', 'a=0'), ('s=4', 'a=0'), ('s=3', 'a=1'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2')]
Linda_Garcia: [('s=3', 'a=1'), ('s=3', 'a=2'), ('s=3', 'a=1'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2')]
Joseph_Thomas: [('s=3', 'a=2'), ('s=3', 'a=1'), ('s=3', 'a=1'), ('s=3', 'a=1'), ('s=3', 'a=1'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=1'), ('s=3', 'a=2'), ('s=3', 'a=2')]
Lisa_Lee: [('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=1', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=1'), ('s=3', 'a=2')]
Anthony_Clark: [('s=4', 'a=0'), ('s=4', 'a=0'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=2'), ('s=3', 'a=1'), ('s=3', 'a=1')]
RUN 9
Michael_Jones: [('s=0', 'a=0'), ('s=3', 'a=0'), ('s=4', 'a=2'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=2', 'a=0'), ('s=1', 'a=0'), ('s=3', 'a=0'), ('s=3', 'a=0'), ('s=2', 'a=0')]
